cod_ibge;localidades;periodos;leitos_total;leitos_hab;leitos sus;leitos_sus_hab;leitos não sus;leitos_naosus_hab
3500105;Adamantina;2024;195;5,618625022;138;3,976257708;57;1,642367314
3500303;Aguaí;2024;24;0,74941452;24;0,74941452;0;0
3500501;Águas de Lindóia;2024;42;2,341528684;30;1,672520488;12;0,669008195
3500709;Agudos;2024;54;1,427099025;38;1,004254869;16;0,422844156
3501004;Altinópolis;2024;21;1,244223249;19;1,125725797;2;0,118497452
3501103;Alto Alegre;2024;22;5,790997631;19;5,001316136;3;0,789681495
3501152;Alumínio;2024;120;6,945650287;0;0;120;6,945650287
3501301;Álvares Machado;2024;18;0,654664484;16;0,581923986;2;0,072740498
3501608;Americana;2024;411;1,720896541;143;0,598754758;268;1,122141783
3501707;Américo Brasiliense;2024;245;7,480230819;245;7,480230819;0;0
3501905;Amparo;2024;374;5,498787032;220;3,234580607;154;2,264206425
3502101;Andradina;2024;92;1,533026728;53;0,883156702;39;0,649870026
3502200;Angatuba;2024;57;2,363870112;54;2,239455895;3;0,124414216
3502507;Aparecida;2024;92;2,850768468;49;1,518344075;43;1,332424393
3502606;Aparecida d'Oeste;2024;13;3,219415552;12;2,971768202;1;0,24764735
3502705;Apiaí;2024;51;2,083588675;45;1,838460596;6;0,245128079
3502804;Araçatuba;2024;413;2,054184717;264;1,313086599;149;0,741098118
3502903;Araçoiaba da Serra;2024;330;10,05300676;0;0;330;10,05300676
3503109;Arandu;2024;6;0,86517664;6;0,86517664;0;0
3503208;Araraquara;2024;498;2,037968416;268;1,096738023;230;0,941230393
3503307;Araras;2024;422;3,209955426;228;1,734288713;194;1,475666712
3503406;Arealva;2024;26;3,190184049;15;1,840490798;11;1,349693252
3503802;Artur Nogueira;2024;8;0,153952737;8;0,153952737;0;0
3503901;Arujá;2024;36;0,411569681;36;0,411569681;0;0
3504008;Assis;2024;277;2,72463483;151;1,48527025;126;1,23936458
3504107;Atibaia;2024;310;1,925956299;66;0,410042309;244;1,515913991
3504206;Auriflama;2024;44;3,227226053;35;2,567111633;9;0,66011442
3504503;Avaré;2024;178;1,907435785;132;1,414502942;46;0,492932843
3504909;Bananal;2024;15;1,510726156;15;1,510726156;0;0
3505203;Bariri;2024;58;1,837187203;45;1,425403864;13;0,411783339
3505302;Barra Bonita;2024;51;1,491969693;36;1,053155077;15;0,438814615
3505500;Barretos;2024;486;3,946022312;413;3,353307027;73;0,592715286
3505708;Barueri;2024;621;1,930537939;495;1,538834589;126;0,39170335
3505807;Bastos;2024;30;1,392822322;18;0,835693393;12;0,557128929
3505906;Batatais;2024;133;2,275449102;101;1,727972626;32;0,547476476
3506003;Bauru;2024;1291;3,386709199;701;1,838948992;590;1,547760207
3506102;Bebedouro;2024;179;2,344804098;139;1,820825528;40;0,523978569
3506300;Bernardino de Campos;2024;27;2,317596567;27;2,317596567;0;0
3506359;Bertioga;2024;49;0,749533454;49;0,749533454;0;0
3506409;Bilac;2024;36;4,926782537;35;4,789927467;1;0,13685507
3506508;Birigui;2024;150;1,255272143;66;0,552319743;84;0,7029524
3506607;Biritiba Mirim;2024;13;0,437872613;13;0,437872613;0;0
3506706;Boa Esperança do Sul;2024;16;1,240791004;15;1,163241566;1;0,077549438
3506805;Bocaina;2024;18;1,598437084;18;1,598437084;0;0
3507001;Boituva;2024;67;1,079704773;52;0,837979824;15;0,241724949
3507100;Bom Jesus dos Perdões;2024;11;0,496210754;11;0,496210754;0;0
3507407;Borborema;2024;26;1,834344575;16;1,128827431;10;0,705517144
3507506;Botucatu;2024;820;5,607527764;511;3,49444718;309;2,113080584
3507605;Bragança Paulista;2024;364;2,033746787;202;1,128617723;162;0,905129065
3507902;Brotas;2024;41;1,7059876;35;1,456330878;6;0,249656722
3508108;Buritama;2024;38;2,195136041;24;1,38640171;14;0,808734331
3508405;Cabreúva;2024;66;1,391993926;15;0,316362256;51;1,07563167
3508504;Caçapava;2024;478;4,937608462;428;4,421122221;50;0,516486241
3508603;Cachoeira Paulista;2024;31;0,980888495;31;0,980888495;0;0
3508702;Caconde;2024;53;3,126290332;53;3,126290332;0;0
3508801;Cafelândia;2024;45;2,708559047;34;2,046466835;11;0,662092211
3509007;Caieiras;2024;142;1,4882512;81;0,848932023;61;0,639319177
3509205;Cajamar;2024;139;1,46636847;39;0,411427125;100;1,054941345
3509304;Cajobi;2024;32;3,533568905;27;2,981448763;5;0,552120141
3509403;Cajuru;2024;140;5,883588989;55;2,31140996;85;3,572179029
3509502;Campinas;2024;2846;2,496200005;1380;1,210385104;1466;1,285814901
3509601;Campo Limpo Paulista;2024;54;0,69529389;54;0,69529389;0;0
3509700;Campos do Jordão;2024;195;4,167824396;185;3,954089811;10;0,213734584
3510005;Cândido Mota;2024;30;1,022529739;25;0,852108115;5;0,170421623
3510203;Capão Bonito;2024;45;0,972678541;37;0,799757911;8;0,172920629
3510302;Capela do Alto;2024;45;1,935650379;0;0;45;1,935650379
3510401;Capivari;2024;104;2,075848303;61;1,21756487;43;0,858283433
3510500;Caraguatatuba;2024;327;2,381698071;259;1,886421408;68;0,495276663
3510609;Carapicuíba;2024;247;0,638873513;220;0,569037137;27;0,069836376
3510708;Cardoso;2024;31;2,744091352;10;0,885190759;21;1,858900593
3510807;Casa Branca;2024;247;8,812615955;239;8,527187099;8;0,285428857
3511003;Castilho;2024;31;1,543824701;30;1,494023904;1;0,049800797
3511102;Catanduva;2024;624;5,38827532;373;3,220876113;251;2,167399207
3511409;Cerqueira César;2024;38;1,748573532;35;1,610528253;3;0,138045279
3511508;Cerquilho;2024;38;0,845308538;26;0,578368999;12;0,266939538
3511607;Cesário Lange;2024;27;1,398528955;23;1,19133948;4;0,207189475
3511706;Charqueada;2024;35;2,252977148;26;1,673640167;9;0,579336981
3511904;Clementina;2024;24;3,452740613;21;3,021148036;3;0,431592577
3512001;Colina;2024;54;2,910580499;41;2,209885194;13;0,700695305
3512100;Colômbia;2024;20;3,003003003;20;3,003003003;0;0
3512209;Conchal;2024;50;1,77041286;40;1,416330288;10;0,354082572
3512308;Conchas;2024;15;0,993048659;14;0,926845415;1;0,066203244
3512605;Coronel Macedo;2024;2;0,475963827;2;0,475963827;0;0
3512704;Corumbataí;2024;2;0,475511175;2;0,475511175;0;0
3512803;Cosmópolis;2024;61;1,021655752;34;0,569447468;27;0,452208284
3513009;Cotia;2024;443;1,585846943;138;0,494011011;305;1,091835931
3513108;Cravinhos;2024;15;0,450815977;13;0,39070718;2;0,060108797
3513405;Cruzeiro;2024;121;1,623529096;83;1,113660454;38;0,509868642
3513504;Cubatão;2024;109;0,977149056;109;0,977149056;0;0
3513603;Cunha;2024;40;1,809136137;25;1,130710086;15;0,678426052
3513702;Descalvado;2024;40;1,258574036;25;0,786608772;15;0,471965263
3513801;Diadema;2024;488;1,244186995;449;1,144754018;39;0,099432977
3513900;Divinolândia;2024;186;16,72661871;186;16,72661871;0;0
3514106;Dois Córregos;2024;67;2,742080707;47;1,923549153;20;0,818531554
3514304;Dourado;2024;10;1,241619071;10;1,241619071;0;0
3514403;Dracena;2024;143;3,138098269;108;2,370032259;35;0,76806601
3514502;Duartina;2024;87;7,054816737;77;6,243918261;10;0,810898476
3514809;Eldorado;2024;2;0,155195158;2;0,155195158;0;0
3514908;Elias Fausto;2024;6;0,33675703;6;0,33675703;0;0
3515004;Embu das Artes;2024;99;0,395146484;89;0,355232697;10;0,039913786
3515103;Embu-Guaçu;2024;15;0,223950791;15;0,223950791;0;0
3515186;Espírito Santo do Pinhal;2024;696;17,58375019;617;15,58789349;79;1,995856703
3515202;Estrela d'Oeste;2024;51;5,368986209;12;1,263290873;39;4,105695336
3515400;Fartura;2024;20;1,198897015;12;0,719338209;8;0,479558806
3515509;Fernandópolis;2024;135;1,884948338;84;1,172856744;51;0,712091595
3515707;Ferraz de Vasconcelos;2024;189;1,053265122;189;1,053265122;0;0
3516002;Flórida Paulista;2024;47;3,636082315;30;2,320903605;17;1,31517871
3516200;Franca;2024;615;1,734891633;412;1,162236346;203;0,572655287
3516309;Francisco Morato;2024;157;0,949013208;157;0,949013208;0;0
3516408;Franco da Rocha;2024;434;2,981301606;384;2,637833679;50;0,343467927
3516606;Gália;2024;45;7,137192704;27;4,282315623;18;2,854877082
3516705;Garça;2024;269;6,4088819;221;5,265289591;48;1,143592309
3516903;General Salgado;2024;28;2,722411279;19;1,84735051;9;0,875060768
3517000;Getulina;2024;38;3,741262184;36;3,544353648;2;0,196908536
3517406;Guaíra;2024;51;1,295073641;38;0,964956831;13;0,330116811
3517604;Guapiara;2024;12;0,708926567;12;0,708926567;0;0
3517703;Guará;2024;50;2,71134971;46;2,494441733;4;0,216907977
3517802;Guaraçaí;2024;23;3,142076503;15;2,049180328;8;1,092896175
3518206;Guararapes;2024;74;2,39280864;48;1,552092091;26;0,840716549
3518305;Guararema;2024;31;0,981758297;29;0,918419052;2;0,063339245
3518404;Guaratinguetá;2024;283;2,39123271;166;1,402631201;117;0,988601509
3518602;Guariba;2024;61;1,625972918;53;1,412730568;8;0,21324235
3518701;Guarujá;2024;448;1,563617961;346;1,207615657;102;0,356002304
3518800;Guarulhos;2024;1955;1,51159599;1411;1,090977976;544;0,420618015
3519006;Herculândia;2024;58;6,342263532;58;6,342263532;0;0
3519071;Hortolândia;2024;98;0,408733552;76;0,31697704;22;0,091756512
3519105;Iacanga;2024;30;2,867246488;28;2,676096722;2;0,191149766
3519303;Ibaté;2024;28;0,869430213;27;0,838379134;1;0,031051079
3519402;Ibirá;2024;27;2,298654861;9;0,766218287;18;1,532436574
3519600;Ibitinga;2024;104;1,720657821;57;0,943052844;47;0,777604977
3519709;Ibiúna;2024;280;3,696223252;70;0,924055813;210;2,772167439
3519907;Iepê;2024;18;2,370292336;18;2,370292336;0;0
3520103;Igarapava;2024;43;1,652638457;32;1,229870479;11;0,422767977
3520202;Igaratá;2024;8;0,746199049;8;0,746199049;0;0
3520400;Ilhabela;2024;39;1,102598174;39;1,102598174;0;0
3520442;Ilha Solteira;2024;71;2,78453212;67;2,627657071;4;0,156875049
3520509;Indaiatuba;2024;454;1,748433534;271;1,043668475;183;0,704765059
3520707;Indiaporã;2024;36;8,895478132;4;0,988386459;32;7,907091673
3520905;Ipaussu;2024;49;3,57716455;28;2,044094028;21;1,533070521
3521002;Iperó;2024;15;0,405055087;15;0,405055087;0;0
3521309;Ipuã;2024;50;3,461405331;39;2,699896158;11;0,761509173
3521408;Iracemápolis;2024;3;0,135931128;3;0,135931128;0;0
3521705;Itaberá;2024;19;1,057553156;19;1,057553156;0;0
3521804;Itaí;2024;35;1,387457385;33;1,308174106;2;0,079283279
3521903;Itajobi;2024;50;2,90630086;35;2,034410602;15;0,871890258
3522109;Itanhaém;2024;141;1,234827387;137;1,199796823;4;0,035030564
3522208;Itapecerica da Serra;2024;633;3,998206176;195;1,231674888;438;2,766531288
3522307;Itapetininga;2024;216;1,36229471;173;1,091097152;43;0,271197558
3522406;Itapeva;2024;147;1,639344262;102;1,137504182;45;0,50184008
3522505;Itapevi;2024;360;1,538290617;224;0,957158606;136;0,581132011
3522604;Itapira;2024;900;12,46761882;528;7,314336376;372;5,153282447
3522703;Itápolis;2024;69;1,753271503;43;1,092618473;26;0,66065303
3522802;Itaporanga;2024;41;2,928989856;29;2,071724532;12;0,857265324
3522901;Itapuí;2024;35;2,538807486;35;2,538807486;0;0
3523107;Itaquaquecetuba;2024;273;0,733868995;267;0,717740006;6;0,016128989
3523206;Itararé;2024;78;1,769670569;51;1,157092295;27;0,612578274
3523404;Itatiba;2024;120;0,975855703;61;0,496059983;59;0,479795721
3523503;Itatinga;2024;14;0,733253025;7;0,366626512;7;0,366626512
3523602;Itirapina;2024;10;0,6177797;10;0,6177797;0;0
3523909;Itu;2024;463;2,740974911;351;2,077931304;112;0,663043607
3524006;Itupeva;2024;86;1,184638272;48;0,661193454;38;0,523444818
3524105;Ituverava;2024;124;3,313204724;61;1,629882969;63;1,683321755
3524204;Jaborandi;2024;17;2,753482345;17;2,753482345;0;0
3524303;Jaboticabal;2024;277;3,863912176;46;0,641660506;231;3,22225167
3524402;Jacareí;2024;324;1,339108584;165;0,681953445;159;0,657155138
3524501;Jaci;2024;216;27,92140641;168;21,71664943;48;6,20475698
3524709;Jaguariúna;2024;117;1,936444886;84;1,390268123;33;0,546176763
3524808;Jales;2024;151;3,09204464;103;2,109143033;48;0,982901607
3525003;Jandira;2024;15;0,12669882;0;0;15;0,12669882
3525201;Jarinu;2024;29;0,752445448;17;0,441088711;12;0,311356737
3525300;Jaú;2024;876;6,559439303;569;4,260640369;307;2,298798934
3525508;Joanópolis;2024;12;0,934870676;12;0,934870676;0;0
3525706;José Bonifácio;2024;67;1,81625959;43;1,16565914;24;0,65060045
3525904;Jundiaí;2024;979;2,184906957;457;1,019920817;522;1,164986141
3526001;Junqueirópolis;2024;46;2,241933912;25;1,218442343;21;1,023491568
3526209;Juquitiba;2024;1;0,03677958;1;0,03677958;0;0
3526407;Laranjal Paulista;2024;46;1,748384645;28;1,064234132;18;0,684150513
3526704;Leme;2024;135;1,372327773;77;0,7827351;58;0,589592673
3526803;Lençóis Paulista;2024;171;2,558769397;43;0,64343324;128;1,915336156
3526902;Limeira;2024;404;1,380564118;172;0,587764921;232;0,792799196
3527108;Lins;2024;352;4,702236234;279;3,72705656;73;0,975179674
3527207;Lorena;2024;200;2,357656489;106;1,249557939;94;1,10809855
3527306;Louveira;2024;39;0,737226139;35;0,661613202;4;0,075612937
3527405;Lucélia;2024;36;1,79973004;30;1,499775034;6;0,299955007
3528007;Macatuba;2024;31;1,844359829;18;1,07091861;13;0,773441218
3528106;Macaubal;2024;15;2,015045674;10;1,343363783;5;0,671681891
3528502;Mairiporã;2024;44;0,465441005;44;0,465441005;0;0
3528809;Maracaí;2024;26;2,071548084;22;1,752848379;4;0,318699705
3529005;Marília;2024;880;3,688150141;584;2,447590548;296;1,240559593
3529203;Martinópolis;2024;38;1,527945316;34;1,367108967;4;0,160836349
3529302;Matão;2024;151;1,910956997;87;1,101014959;64;0,809942039
3529401;Mauá;2024;502;1,203704148;261;0,625830244;241;0,577873904
3529708;Miguelópolis;2024;72;3,73211694;51;2,643582832;21;1,088534107
3529807;Mineiros do Tietê;2024;11;0,986370158;11;0,986370158;0;0
3530102;Mirandópolis;2024;88;3,151072439;88;3,151072439;0;0
3530201;Mirante do Paranapanema;2024;23;1,457448831;23;1,457448831;0;0
3530300;Mirassol;2024;79;1,234162878;28;0,437424818;51;0,796738061
3530508;Mococa;2024;137;2,026357438;78;1,153692556;59;0,872664882
3530607;Mogi das Cruzes;2024;854;1,876444687;593;1,302964519;261;0,573480168
3530706;Mogi Guaçu;2024;331;2,142159115;155;1,00312587;176;1,139033246
3530805;Mogi Mirim;2024;172;1,853628046;109;1,17468289;63;0,678945156
3531100;Mongaguá;2024;36;0,571283484;36;0,571283484;0;0
3531308;Monte Alto;2024;96;2,019861976;49;1,030971217;47;0,988890759
3531407;Monte Aprazível;2024;80;3,582945181;30;1,343604443;50;2,239340738
3531506;Monte Azul Paulista;2024;70;3,878116343;51;2,825484765;19;1,052631579
3531803;Monte Mor;2024;35;0,532619116;26;0,395659915;9;0,136959201
3531902;Morro Agudo;2024;47;1,690890776;35;1,259173982;12;0,431716794
3532009;Morungaba;2024;8;0,575663812;8;0,575663812;0;0
3532405;Nazaré Paulista;2024;22;1,201857416;22;1,201857416;0;0
3532504;Neves Paulista;2024;21;2,156057495;10;1,026694045;11;1,12936345
3532603;Nhandeara;2024;129;13,20909277;35;3,58386238;94;9,625230391
3532900;Nova Europa;2024;16;1,726184054;12;1,294638041;4;0,431546014
3533007;Nova Granada;2024;62;3,195711561;31;1,597855781;31;1,597855781
3533403;Nova Odessa;2024;35;0,558115801;35;0,558115801;0;0
3533502;Novo Horizonte;2024;73;1,901487328;41;1,067958636;32;0,833528692
3533908;Olímpia;2024;79;1,425864092;47;0,84829889;32;0,577565202
3534302;Orlândia;2024;98;2,573799769;60;1,575795777;38;0,998003992
3534401;Osasco;2024;978;1,337660899;636;0,86988991;342;0,467770989
3534609;Osvaldo Cruz;2024;97;3,104695452;63;2,016451685;34;1,088243767
3534708;Ourinhos;2024;171;1,649305556;101;0,974151235;70;0,675154321
3534757;Ouroeste;2024;33;3,171856978;28;2,691272587;5;0,480584391
3535200;Palmeira d'Oeste;2024;20;2,262187535;12;1,357312521;8;0,904875014
3535309;Palmital;2024;43;2,212161745;29;1,491923037;14;0,720238708
3535507;Paraguaçu Paulista;2024;96;2,347532645;73;1,785102949;23;0,562429696
3535804;Paranapanema;2024;15;0,768521365;15;0,768521365;0;0
3536000;Parapuã;2024;32;3,036917529;26;2,467495492;6;0,569422037
3536208;Pariquera-Açu;2024;139;7,220029088;139;7,220029088;0;0
3536307;Patrocínio Paulista;2024;35;2,399890291;23;1,577070762;12;0,822819528
3536505;Paulínia;2024;79;0,701922735;79;0,701922735;0;0
3536604;Paulo de Faria;2024;24;3,282724661;18;2,462043496;6;0,820681165
3536703;Pederneiras;2024;62;1,376156971;54;1,198588329;8;0,177568641
3537008;Pedregulho;2024;64;4,129298664;55;3,54861604;9;0,580682625
3537107;Pedreira;2024;77;1,782654998;77;1,782654998;0;0
3537206;Pedro de Toledo;2024;3;0,264550265;3;0,264550265;0;0
3537305;Penápolis;2024;138;2,232829059;120;1,941590486;18;0,291238573
3537404;Pereira Barreto;2024;52;2,170918048;47;1,962175928;5;0,20874212
3537602;Peruíbe;2024;18;0,261434111;15;0,217861759;3;0,043572352
3537800;Piedade;2024;79;1,493242605;59;1,115206502;20;0,378036102
3537909;Pilar do Sul;2024;35;1,267381228;27;0,97769409;8;0,289687138
3538006;Pindamonhangaba;2024;255;1,530097926;129;0,774049539;126;0,756048387
3538600;Piracaia;2024;62;2,378212505;28;1,074031454;34;1,304181051
3538709;Piracicaba;2024;766;1,793516181;385;0,901440901;381;0,892075281
3538808;Piraju;2024;68;2,31426335;49;1,667630943;19;0,646632406
3538907;Pirajuí;2024;290;12,98526844;85;3,806026956;205;9,179241481
3539004;Pirangi;2024;47;4,306395455;22;2,015759575;25;2,290635881
3539301;Pirassununga;2024;184;2,497794068;66;0,895947872;118;1,601846196
3539400;Piratininga;2024;25;1,631002088;21;1,370041754;4;0,260960334
3539509;Pitangueiras;2024;56;1,672740307;32;0,955851604;24;0,716888703
3540002;Pompéia;2024;26;1,290066488;19;0,942740895;7;0,347325593
3540200;Pontal;2024;23;0,616241996;19;0,509069475;4;0,107172521
3540408;Populina;2024;18;4,373177843;6;1,457725948;12;2,915451895
3540606;Porto Feliz;2024;82;1,439808962;71;1,246663857;11;0,193145105
3540705;Porto Ferreira;2024;55;1,045945535;33;0,627567321;22;0,418378214
3540804;Potirendaba;2024;32;1,709401709;28;1,495726496;4;0,213675214
3541000;Praia Grande;2024;380;1,067253844;218;0,612266679;162;0,454987165
3541208;Presidente Bernardes;2024;51;3,514817367;41;2,825637491;10;0,689179876
3541307;Presidente Epitácio;2024;78;1,988629121;68;1,733676669;10;0,254952451
3541406;Presidente Prudente;2024;1109;4,897933946;735;3,246150992;374;1,651782954
3541505;Presidente Venceslau;2024;102;2,928173623;62;1,779870242;40;1,148303382
3541604;Promissão;2024;64;1,830087787;64;1,830087787;0;0
3541901;Queluz;2024;19;2,119589469;19;2,119589469;0;0
3542206;Rancharia;2024;103;3,614542392;71;2,491577765;32;1,122964627
3542404;Regente Feijó;2024;43;2,126081582;34;1,681087763;9;0,44499382
3542602;Registro;2024;228;3,786683496;179;2,97287871;49;0,813804787
3542909;Ribeirão Bonito;2024;13;1,197935864;10;0,921489126;3;0,276446738
3543006;Ribeirão Branco;2024;26;1,396348013;26;1,396348013;0;0
3543303;Ribeirão Pires;2024;156;1,351913478;42;0,363976705;114;0,987936772
3543402;Ribeirão Preto;2024;2249;3,190641164;1481;2,101084733;768;1,089556431
3543808;Rinópolis;2024;24;2,609546591;23;2,500815483;1;0,108731108
3543907;Rio Claro;2024;394;1,948787449;217;1,073316945;177;0,875470504
3544004;Rio das Pedras;2024;72;2,291606989;64;2,036983991;8;0,254622999
3544202;Riolândia;2024;36;3,509113949;25;2,436884687;11;1,072229262
3544251;Rosana;2024;70;4,068821204;70;4,068821204;0;0
3544301;Roseira;2024;14;1,28440367;14;1,28440367;0;0
3544905;Sales Oliveira;2024;30;2,617801047;20;1,745200698;10;0,872600349
3545001;Salesópolis;2024;9;0,594216295;9;0,594216295;0;0
3545209;Salto;2024;116;0,850595784;116;0,850595784;0;0
3545308;Salto de Pirapora;2024;56;1,273624599;47;1,068934931;9;0,204689668
3545407;Salto Grande;2024;34;3,757321251;22;2,431207868;12;1,326113383
3545605;Santa Adélia;2024;23;1,646149442;19;1,359862582;4;0,286286859
3545803;Santa Bárbara d'Oeste;2024;203;1,107570764;123;0,671089675;80;0,436481089
3546306;Santa Cruz das Palmeiras;2024;34;1,183102512;25;0,869928318;9;0,313174194
3546405;Santa Cruz do Rio Pardo;2024;96;2,06278605;55;1,181804508;41;0,880981542
3546603;Santa Fé do Sul;2024;81;2,30467194;58;1,65025892;23;0,65441302
3546801;Santa Isabel;2024;82;1,540426811;71;1,33378419;11;0,206642621
3546900;Santa Lúcia;2024;8;1,134912754;0;0;8;1,134912754
3547007;Santa Maria da Serra;2024;6;1,152737752;6;1,152737752;0;0
3547304;Santana de Parnaíba;2024;62;0,393913403;62;0,393913403;0;0
3547502;Santa Rita do Passa Quatro;2024;251;10,17512567;239;9,688665478;12;0,486460191
3547601;Santa Rosa de Viterbo;2024;32;1,372801373;19;0,815100815;13;0,557700558
3547700;Santo Anastácio;2024;56;3,157063931;37;2,08591724;19;1,071146691
3547809;Santo André;2024;1561;2,073635997;748;0,993644923;813;1,079991073
3547908;Santo Antônio da Alegria;2024;9;1,322556943;9;1,322556943;0;0
3548500;Santos;2024;1645;3,93733769;732;1,752055434;913;2,185282256
3548609;São Bento do Sapucaí;2024;40;3,408025901;26;2,215216836;14;1,192809065
3548708;São Bernardo do Campo;2024;1749;2,156070405;669;0,824706175;1080;1,331364229
3548807;São Caetano do Sul;2024;812;4,879866345;193;1,15986971;619;3,719996635
3548906;São Carlos;2024;381;1,483974247;199;0,77509416;182;0,708880086
3549102;São João da Boa Vista;2024;190;2,03948004;92;0,987537704;98;1,051942336
3549409;São Joaquim da Barra;2024;95;1,951760694;70;1,438139458;25;0,513621235
3549706;São José do Rio Pardo;2024;141;2,706126209;79;1,516198372;62;1,189927837
3549805;São José do Rio Preto;2024;2224;4,582203578;1105;2,276679386;1119;2,305524193
3549904;São José dos Campos;2024;1554;2,219014124;743;1,060957203;811;1,15805692
3549953;São Lourenço da Serra;2024;60;3,707136237;0;0;60;3,707136237
3550001;São Luiz do Paraitinga;2024;25;2,417794971;16;1,547388781;9;0,87040619
3550100;São Manuel;2024;58;1,561112158;42;1,130460528;16;0,43065163
3550209;São Miguel Arcanjo;2024;80;2,497580469;80;2,497580469;0;0
3550308;São Paulo;2024;30465;2,665385812;15507;1,356708938;14958;1,308676874
3550407;São Pedro;2024;63;1,628580292;51;1,318374522;12;0,31020577
3550605;São Roque;2024;263;3,315181768;62;0,78152574;201;2,533656028
3550704;São Sebastião;2024;106;1,293345372;106;1,293345372;0;0
3550803;São Sebastião da Grama;2024;30;2,913752914;26;2,525252525;4;0,388500389
3550902;São Simão;2024;40;3,004581988;36;2,704123789;4;0,300458199
3551009;São Vicente;2024;283;0,861297607;191;0,581299799;92;0,279997809
3551504;Serrana;2024;84;1,89796195;82;1,85277238;2;0,04518957
3551603;Serra Negra;2024;49;1,631647298;33;1,098864507;16;0,532782791
3551702;Sertãozinho;2024;134;1,047660746;61;0,47692019;73;0,570740555
3552007;Silveiras;2024;2;0,321905682;2;0,321905682;0;0
3552106;Socorro;2024;95;2,360013912;63;1,565061857;32;0,794952054
3552205;Sorocaba;2024;1685;2,297828586;911;1,242327503;774;1,055501083
3552304;Sud Mennucci;2024;22;3,005053954;20;2,731867231;2;0,273186723
3552403;Sumaré;2024;191;0,678019048;182;0,646070507;9;0,031948542
3552502;Suzano;2024;326;1,050748578;173;0,55760584;153;0,493142737
3552601;Tabapuã;2024;30;2,654397452;11;0,973279066;19;1,681118386
3552700;Tabatinga;2024;35;2,375296912;22;1,493043773;13;0,882253139
3552809;Taboão da Serra;2024;436;1,588128376;328;1,194738778;108;0,393389598
3553005;Taguaí;2024;29;2,270236418;24;1,878816346;5;0,391420072
3553203;Taiúva;2024;4;0,603682463;4;0,603682463;0;0
3553302;Tambaú;2024;36;1,687684591;28;1,31264357;8;0,37504102
3553401;Tanabi;2024;72;2,840348732;30;1,183478638;42;1,656870093
3553609;Tapiratiba;2024;16;1,366470237;15;1,281065847;1;0,08540439
3553708;Taquaritinga;2024;122;2,346875962;74;1,423514928;48;0,923361034
3553807;Taquarituba;2024;47;1,922133159;32;1,308686406;15;0,613446753
3554003;Tatuí;2024;195;1,558628407;78;0,623451363;117;0,935177044
3554102;Taubaté;2024;532;1,702857728;367;1,174715764;165;0,528141965
3554300;Teodoro Sampaio;2024;58;2,622772904;52;2,351451569;6;0,271321335
3554409;Terra Roxa;2024;34;4,324599339;30;3,815822946;4;0,508776393
3554508;Tietê;2024;55;1,459582825;33;0,875749695;22;0,58383313
3554706;Torrinha;2024;20;2,145692522;13;1,394700139;7;0,750992383
3554805;Tremembé;2024;10;0,193039013;0;0;10;0,193039013
3555000;Tupã;2024;344;5,388386773;328;5,137764133;16;0,250622641
3555109;Tupi Paulista;2024;48;3,01072571;30;1,881703569;18;1,129022141
3555406;Ubatuba;2024;77;0,819070515;69;0,733972279;8;0,085098235
3555802;Urânia;2024;26;2,947177511;24;2,720471548;2;0,226705962
3556008;Urupês;2024;20;1,448960371;10;0,724480185;10;0,724480185
3556206;Valinhos;2024;142;1,112059581;56;0,438558708;86;0,673500873
3556305;Valparaíso;2024;52;2,141327623;32;1,317740076;20;0,823587547
3556404;Vargem Grande do Sul;2024;50;1,245981709;31;0,77250866;19;0,473473049
3556453;Vargem Grande Paulista;2024;93;1,828009828;2;0,039312039;91;1,788697789
3556503;Várzea Paulista;2024;33;0,284225486;31;0,266999699;2;0,017225787
3556602;Vera Cruz;2024;72;7,111111111;0;0;72;7,111111111
3556701;Vinhedo;2024;85;1,098162838;62;0,801012894;23;0,297149944
3556800;Viradouro;2024;48;2,759413625;30;1,724633515;18;1,034780109
3557006;Votorantim;2024;162;1,253336428;64;0,495145256;98;0,758191172
3557105;Votuporanga;2024;208;2,133617816;115;1,179644465;93;0,95397335
3557204;Chavantes;2024;51;4,193044479;30;2,466496752;21;1,726547727
3500303;Aguaí;2023;24;0,7;24;0,7;0;0,0
3501707;Américo Brasiliense;2023;253;7,7;253;7,7;0;0,0
3503109;Arandu;2023;6;0,9;6;0,9;0;0,0
3503802;Artur Nogueira;2023;8;0,2;8;0,2;0;0,0
3503901;Arujá;2023;36;0,4;36;0,4;0;0,0
3504909;Bananal;2023;15;1,5;15;1,5;0;0,0
3506300;Bernardino de Campos;2023;23;2,0;23;2,0;0;0,0
3506359;Bertioga;2023;49;0,7;49;0,7;0;0,0
3506607;Biritiba Mirim;2023;13;0,4;13;0,4;0;0,0
3506805;Bocaina;2023;18;1,6;18;1,6;0;0,0
3507100;Bom Jesus dos Perdões;2023;11;0,5;11;0,5;0;0,0
3508603;Cachoeira Paulista;2023;32;1,0;32;1,0;0;0,0
3508702;Caconde;2023;50;2,9;50;2,9;0;0,0
3509601;Campo Limpo Paulista;2023;54;0,7;54;0,7;0;0,0
3512100;Colômbia;2023;20;3,0;20;3,0;0;0,0
3512605;Coronel Macedo;2023;2;0,5;2;0,5;0;0,0
3512704;Corumbataí;2023;2;0,5;2;0,5;0;0,0
3513504;Cubatão;2023;119;1,1;119;1,1;0;0,0
